url,Name,Price,Rating,제조회사,등록년월,제품 분류,디스크 크기,디스크 용량,인터페이스,회전수,버퍼 용량,전송 속도,기록방식,디스크 수,두께,작업부하량,소음(유휴/탐색),2년,,적합성평가인증,안전확인인증,헬륨충전,RV센서,사용보증,5년,데이터 복구 3년,S.M.A.R.T 지원,3년,SED,DSA,저전력,1년,ISE,데이터 복구 2년
//img.danawa.com/prod_img/500000/505/793/img/36793505_1.jpg?shrink=130:130&_v=20241206140958,Seagate SkyHawk AI 7200/512M,890000원,4.0,Seagate(제조사 웹사이트 바로가기),2024년 02월,HDD (CCTV용),8.9cm(3.5인치),24TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,285MB/s,CMR(PMR),,26.1mm,550 TB/Y,,,,R-R-STX-STL027인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,○,,,,,,,,
//img.danawa.com/prod_img/500000/007/802/img/33802007_1.jpg?shrink=130:130&_v=20240129132744,Seagate Exos X24 7200/512M,929000원,5.0,Seagate(제조사 웹사이트 바로가기),2024년 01월,HDD (기업용),8.9cm(3.5인치),24TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,285MB/s,CMR(PMR),,26.1mm,550 TB/Y,,,,R-R-STX-STL027인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,250만시간,○,,,,○,,,,,
//img.danawa.com/prod_img/500000/865/443/img/6443865_1.jpg?shrink=130:130&_v=20200528110801,Western Digital Ultrastar DC HC320 7200/256M,349000원,4.7,Western Digital,2018년 09월,HDD (기업용),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,255MB/s,CMR(PMR),플래터 5장,26.1mm,,29/36dB,,,R-REM-WDT-US7SAN8T0인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,○,,,,,○,,,,
//img.danawa.com/prod_img/500000/004/452/img/6452004_1.jpg?shrink=130:130&_v=20220629142905,Seagate BarraCuda 5400/128M/노트북용,285000원,4.1,Seagate,2018년 09월,HDD (노트북용),6.4cm(2.5인치),4TB,SATA3 (6Gb/s),"5,400RPM",메모리 128MB,140MB/s,SMR(PMR),,15mm,,26/27dB,○,,MSIP-REM-STX-SKR003인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/713/966/img/54966713_1.jpg?shrink=130:130&_v=20240529193556,Seagate IronWolf Pro 7200/512M 패키지 ST24000NT002,7992000원,N/A,Seagate(제조사 웹사이트 바로가기),2024년 05월,HDD (NAS용),8.9cm(3.5인치),24TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,285MB/s,CMR(PMR),,26.11mm,550 TB/Y,,,,R-R-STX-STL027인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,○,,,,,,,,
//img.danawa.com/prod_img/500000/516/795/img/14795516_1.jpg?shrink=130:130&_v=20240620140944,Western Digital Ultrastar DC HC310 박스 패키지 7200/256M HUS726T6TALE6L4,2080000원,N/A,Western Digital(제조사 웹사이트 바로가기),2019년 04월,HDD (기업용),8.9cm(3.5인치),6TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,222MB/s,CMR(PMR),,26.1mm,,29/36dB,,,MSIP-REM-WDT-US7SAN6T0인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,,,○,○,,,,,,
//img.danawa.com/prod_img/500000/316/534/img/16534316_1.jpg?shrink=130:130&_v=20250408123440,Western Digital Ultrastar DC HC560 7200/512M,739000원,4.8,Western Digital(제조사 웹사이트 바로가기),2022년 03월,HDD (기업용),8.9cm(3.5인치),20TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,269MB/s,CMR(PMR),플래터 9장,26.1mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,,○,,,○,,,,
//img.danawa.com/prod_img/500000/587/519/img/12519587_1.jpg?shrink=130:130&_v=20250403140637,Western Digital Ultrastar DC HC550 박스 패키지 7200/512M WUH721818ALE6L4,4880000원,N/A,Western Digital(제조사 웹사이트 바로가기),2020년 10월,HDD (기업용),8.9cm(3.5인치),18TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,269MB/s,CMR(PMR),플래터 8장,26.1mm,550 TB/Y,20dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,,,○,○,,○,,,,
//img.danawa.com/prod_img/500000/007/823/img/33823007_1.jpg?shrink=130:130&_v=20240129133437,Seagate Exos X24 SAS/7200/512M,967680원,N/A,Seagate(제조사 웹사이트 바로가기),2024년 01월,HDD (기업용),8.9cm(3.5인치),24TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 512MB,285MB/s,CMR(PMR),,26.1mm,550 TB/Y,,,,R-R-STX-STL028인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,250만시간,○,,,,○,,,,,
//img.danawa.com/prod_img/500000/283/080/img/7080283_1.jpg?shrink=130:130&_v=20200528110800,Western Digital Ultrastar DC HC530 7200/512M,519000원,5.0,Western Digital,2019년 01월,HDD (기업용),8.9cm(3.5인치),14TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,267MB/s,CMR(PMR),플래터 8장,26.1mm,,20/36dB,,,MSIP-REM-WDT-US7SAP140인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,,○,,,○,○,,,
//img.danawa.com/prod_img/500000/325/108/img/6108325_1.jpg?shrink=130:130&_v=20201120181522,Seagate BarraCuda Pro 7200/128M/노트북용,114990원,4.8,Seagate,2018년 05월,HDD (노트북용),6.4cm(2.5인치),1TB,SATA3 (6Gb/s),"7,200RPM",메모리 128MB,160MB/s,SMR(PMR),플래터 1장,7mm,,22/24dB,,,MSIP-REM-STX-SDC006인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,○,,,,,,○,,,
//img.danawa.com/prod_img/500000/031/718/img/2718031_1.jpg?shrink=130:130&_v=20200528133002,Western Digital WD RED Pro 7200/64M,265000원,4.5,Western Digital WD,2014년 07월,HDD (NAS용),8.9cm(3.5인치),4TB,SATA3(6Gb/s),"7,200RPM",메모리 64MB,,CMR(PMR),,26.1mm,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,○,,○,,,,,,,
//img.danawa.com/prod_img/500000/104/298/img/7298104_1.jpg?shrink=130:130&_v=20200528110753,Western Digital Ultrastar DC HC310 SAS/7200/256M,289000원,N/A,Western Digital(제조사 웹사이트 바로가기),2019년 02월,HDD (기업용),8.9cm(3.5인치),6TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 256MB,233MB/s,확인요망(PMR),,26.1mm,,29/36dB,,,MSIP-REM-WDT-US7SSN6T0인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,○,,○,,,,,,,
//img.danawa.com/prod_img/500000/385/741/img/16741385_1.jpg?shrink=130:130&_v=20230125124515,Seagate SkyHawk AI 7200/256M,741170원,5.0,Seagate,2022년 04월,HDD (CCTV용),8.9cm(3.5인치),20TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,285MB/s,CMR(PMR),,26.1mm,550 TB/Y,,,,R-R-STX-STL020인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,○,○,,,,,,,
//img.danawa.com/prod_img/500000/344/339/img/10339344_1.jpg?shrink=130:130&_v=20240419130305,Western Digital Ultrastar DC HC330 7200/256M,409000원,5.0,Western Digital(제조사 웹사이트 바로가기),2020년 01월,HDD (기업용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,262MB/s,CMR(PMR),플래터 6장,26.1mm,550 TB/Y,34/38dB,,,R-R-WDT-UVXHA9인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,○,,○,,○,○,○,,○,
//img.danawa.com/prod_img/500000/345/985/img/6985345_1.jpg?shrink=130:130&_v=20200528123424,도시바 MG07ACA Enterprise 7200/256M,548240원,4.7,도시바(제조사 웹사이트 바로가기),2019년 01월,HDD (기업용),8.9cm(3.5인치),14TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,248MB/s,CMR(PMR),,26.1mm,550 TB/Y,,,,MSIP-REM-T48-MG07ACA14TE인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,,,,,○,,,,
//img.danawa.com/prod_img/500000/206/795/img/1795206_1.jpg?shrink=130:130&_v=20250325110945,도시바 DT01 7200/64M,129200원,4.6,도시바,2012년 09월,HDD (PC용),8.9cm(3.5인치),3TB,SATA3(6Gb/s),"7,200RPM",메모리 64MB,,CMR(PMR),,26.1mm,,27/28dB,○,,KCC-REM-TSD-DT01ACA100인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/536/519/img/12519536_1.jpg?shrink=130:130&_v=20250327155403,Western Digital Ultrastar DC HC550 박스 패키지 7200/512M WUH721816ALE6L4,4560000원,N/A,Western Digital(제조사 웹사이트 바로가기),2020년 10월,HDD (기업용),8.9cm(3.5인치),16TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,262MB/s,CMR(PMR),플래터 8장,26.1mm,550 TB/Y,20dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,,,○,○,,○,,,,
//img.danawa.com/prod_img/500000/162/212/img/2212162_1.jpg?shrink=130:130&_v=20230209135924,Western Digital WD RED 5400/64M,215000원,4.7,Western Digital WD,2013년 09월,HDD (NAS용),8.9cm(3.5인치),4TB,SATA3(6Gb/s),"5,400RPM",메모리 64MB,150MB/s,CMR(PMR),플래터 3장,26.1mm,180 TB/Y,25/28dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,100만시간,,,,○,,,,,,
//img.danawa.com/prod_img/500000/516/719/img/12719516_1.jpg?shrink=130:130&_v=20230105153930,Seagate Exos X18 SAS/7200/256M,640770원,5.0,Seagate(제조사 웹사이트 바로가기),2020년 11월,HDD (기업용),8.9cm(3.5인치),18TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 256MB,270MB/s,CMR(PMR),,26.1mm,,,,,R-R-STX-STL015인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,250만시간,○,,,,,,,,,
//img.danawa.com/prod_img/500000/292/652/img/15652292_1.jpg?shrink=130:130&_v=20250203133734,도시바 MG09ACA Enterprise 7200/512M,649000원,5.0,도시바(제조사 웹사이트 바로가기),2021년 11월,HDD (기업용),8.9cm(3.5인치),18TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,268MB/s,CMR(PMR),,26.1mm,550 TB/Y,,,,R-R-T48-MG09ACA18TE인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,,,,○,○,,,,
//img.danawa.com/prod_img/500000/720/038/img/8038720_1.jpg?shrink=130:130&_v=20200528130144,도시바 N300 7200/256M,526900원,5.0,도시바(제조사 웹사이트 바로가기),2019년 05월,HDD (NAS용),8.9cm(3.5인치),14TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,260MB/s,CMR(PMR),,26.1mm,180 TB/Y,20dB,,,MSIP-REM-T48-MG07ACA14TE인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,100만시간,,,,○,,,,,,
//img.danawa.com/prod_img/500000/842/295/img/7295842_1.jpg?shrink=130:130&_v=20200528110759,Western Digital Ultrastar DC HA210 7200/128M,189000원,4.7,Western Digital(제조사 웹사이트 바로가기),2019년 02월,HDD (기업용),8.9cm(3.5인치),2TB,SATA3 (6Gb/s),"7,200RPM",메모리 128MB,최대 200MB/s,CMR(PMR),,26.1mm,,25/28dB,,,MSIP-REM-WDT-0032인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,○,,○,,,○,,,,
//img.danawa.com/prod_img/500000/564/555/img/4555564_1.jpg?shrink=130:130&_v=20220629134702,Seagate SkyHawk 5900/64M,159000원,4.7,Seagate,2016년 10월,HDD (CCTV용),8.9cm(3.5인치),4TB,SATA3 (6Gb/s),"5,900RPM",메모리 64MB,190MB/s,CMR(PMR),플래터 3장,26.1mm,180 TB/Y,23/25dB,,,MSIP-REM-STX-SKR001인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,100만 이하시간,,,,○,,,,,,
//img.danawa.com/prod_img/500000/445/525/img/43525445_1.jpg?shrink=130:130&_v=20240620140944,Western Digital Ultrastar DC HC330 박스 패키지 7200/256M WUS721010ALE6L4,3200000원,N/A,Western Digital(제조사 웹사이트 바로가기),2024년 03월,HDD (기업용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,262MB/s,CMR(PMR),플래터 6장,26.1mm,550 TB/Y,34/38dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,,,○,○,○,○,○,,○,
//img.danawa.com/prod_img/500000/278/298/img/7298278_1.jpg?shrink=130:130&_v=20200528110753,Western Digital Ultrastar DC HC320 SAS/7200/256M,369000원,N/A,Western Digital(제조사 웹사이트 바로가기),2019년 02월,HDD (기업용),8.9cm(3.5인치),8TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 256MB,255MB/s,확인요망(PMR),,26.1mm,,29/36dB,,,R-REM-WDT-US7SSN8T0인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,○,,○,,,,,,,
//img.danawa.com/prod_img/500000/492/068/img/12068492_1.jpg?shrink=130:130&_v=20241230131419,Western Digital Ultrastar DC HC550 SAS/7200/512M,658990원,4.0,Western Digital(제조사 웹사이트 바로가기),2020년 08월,HDD (기업용),8.9cm(3.5인치),18TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 512MB,269MB/s,CMR(PMR),플래터 8장,26.1mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,,○,,,○,,,,
//img.danawa.com/prod_img/500000/415/646/img/48646415_1.jpg?shrink=130:130&_v=20240620140943,Western Digital Ultrastar DC HC580 박스 패키지 7200/512M WUH722424ALE6L4,7200000원,N/A,Western Digital(제조사 웹사이트 바로가기),2024년 04월,HDD (기업용),8.9cm(3.5인치),24TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,,CMR(PMR),,26.1mm,550 TB/Y,,,,R-R-WDT-US7SAT240인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,,,,○,○,,,,,
//img.danawa.com/prod_img/500000/972/785/img/78785972_1.jpg?shrink=130:130&_v=20250327153801,Seagate IronWolf 패키지 5400/256M ST4000VN006,2148000원,N/A,Seagate,2024년 08월,HDD (NAS용),8.9cm(3.5인치),4TB,SATA3 (6Gb/s),"5,400RPM",메모리 256MB,202MB/s,CMR(PMR),,20.2mm,180 TB/Y,23/27dB,,,MSIP-REM-STX-SKR004인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,100만시간,,○,,○,,,,,,
//img.danawa.com/prod_img/500000/494/875/img/76875494_1.jpg?shrink=130:130&_v=20250225182631,Western Digital Ultrastar DC HC570 박스 패키지 7200/512M WUH722222ALE6L4,6320000원,N/A,Western Digital(제조사 웹사이트 바로가기),2025년 02월,HDD (기업용),8.9cm(3.5인치),22TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,291MB/s,CMR(PMR),플래터 10장,26.1mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,,,,○,,,,,,
//img.danawa.com/prod_img/500000/927/059/img/10059927_1.jpg?shrink=130:130&_v=20200528110738,Western Digital Ultrastar DC HC530 SAS/7200/512M,525030원,N/A,Western Digital,2019년 12월,HDD (기업용),8.9cm(3.5인치),14TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 512MB,267MB/s,CMR(PMR),플래터 8장,26.1mm,550 TB/Y,20/36dB,,,MSIP-REM-WDT-US7SSP140인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,,○,,○,○,○,,○,
//img.danawa.com/prod_img/500000/853/494/img/17494853_1.jpg?shrink=130:130&_v=20230906163911,Seagate Exos 7E10 SAS/7200/256M,422060원,N/A,Seagate(제조사 웹사이트 바로가기),2022년 07월,HDD (기업용),8.9cm(3.5인치),10TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 256MB,263MB/s,CMR(PMR),,26.11mm,550 TB/Y,,,,R-R-STX-STL019인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,200만시간,○,,,,,,,,,
//img.danawa.com/prod_img/500000/729/297/img/7297729_1.jpg?shrink=130:130&_v=20250319185754,Western Digital Ultrastar DC HC520 SAS/7200/256M,468000원,5.0,Western Digital(제조사 웹사이트 바로가기),2019년 02월,HDD (기업용),8.9cm(3.5인치),12TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 256MB,255MB/s,확인요망(PMR),플래터 8장,26.1mm,,20/36dB,,,MSIP-REM-HGJ-US7SSM120인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,,○,,,,,,,
//img.danawa.com/prod_img/500000/477/457/img/4457477_1.jpg?shrink=130:130&_v=20200528112851,도시바 DT01-V 5940/64M,132000원,4.9,도시바,2016년 09월,HDD (CCTV용),8.9cm(3.5인치),3TB,SATA3 (6Gb/s),"5,940RPM",메모리 64MB,,확인요망(PMR),,26.1mm,,24/25dB,,,KCC-REM-TSD-DT01ABA100인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,○,,,○,,,
//img.danawa.com/prod_img/500000/020/664/img/2664020_1.jpg?shrink=130:130&_v=20200528165915,도시바 MQ01ABF 5400/8M/노트북용,60000원,4.5,도시바,2014년 06월,HDD (노트북용),6.4cm(2.5인치),500GB,SATA3(6Gb/s),"5,400RPM",메모리 8MB,,,플래터 1장,7mm,,19/21dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,○,,,
//img.danawa.com/prod_img/500000/373/494/img/17494373_1.jpg?shrink=130:130&_v=20220720083721,Seagate Exos 7E10 7200/256M,428990원,N/A,Seagate(제조사 웹사이트 바로가기),2022년 07월,HDD (기업용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,263MB/s,CMR(PMR),,26.1mm,550 TB/Y,,,,R-R-STX-STL018인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,200만시간,○,,,,○,,,,○,
//img.danawa.com/prod_img/500000/321/491/img/3491321_1.jpg?shrink=130:130&_v=20200528125036,도시바 MG04ACA Enterprise 7200/128M,308990원,N/A,도시바,2015년 10월,HDD (기업용),8.9cm(3.5인치),6TB,SATA3 (6Gb/s),"7,200RPM",메모리 128MB,최대 205MB/s,CMR(PMR),,26.1mm,550 TB/Y,,,,MSIP-REM-TSD-MG04ACA600E인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,140만시간,○,,,,○,○,○,,,
//img.danawa.com/prod_img/500000/384/526/img/6526384_1.jpg?shrink=130:130&_v=20220629144125,Seagate Exos 10E2400 SAS/10K/256M,677950원,5.0,Seagate,2018년 10월,HDD (기업용),6.4cm(2.5인치),2.4TB,SA-SCSI (12Gb/s),"10,000RPM",메모리 256MB,279MB/s,CMR(PMR),플래터 4장,15mm,,,,,MSIP-REM-STX-STT003인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,○,,,,,,,,,
//img.danawa.com/prod_img/500000/869/492/img/3492869_1.jpg?shrink=130:130&_v=20240731155139,Western Digital WD Blue 5400/64M,142200원,4.7,Western Digital WD,2015년 10월,HDD (PC용),8.9cm(3.5인치),3TB,SATA3(6Gb/s),"5,400RPM",메모리 64MB,147MB/s,CMR(PMR),,26.1mm,,23/27dB,○,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/456/719/img/12719456_1.jpg?shrink=130:130&_v=20220629145955,Seagate Exos X18 7200/256M,658990원,5.0,Seagate(제조사 웹사이트 바로가기),2020년 11월,HDD (기업용),8.9cm(3.5인치),18TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,270MB/s,CMR(PMR),,26.1mm,,,,,R-R-STX-STL014인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,250만시간,○,,,,,,,,,
//img.danawa.com/prod_img/500000/044/646/img/17646044_1.jpg?shrink=130:130&_v=20250204163609,Western Digital Ultrastar DC HC570 SAS/7200/512M,819000원,N/A,Western Digital(제조사 웹사이트 바로가기),2022년 08월,HDD (기업용),8.9cm(3.5인치),22TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 512MB,291MB/s,CMR(PMR),플래터 10장,26.1mm,550 TB/Y,,,,R-R-WDT-US7SAT220인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,,,,,,,,,
//img.danawa.com/prod_img/500000/927/655/img/6655927_1.jpg?shrink=130:130&_v=20201120190816,Seagate Exos 15E900 SAS/15K/256M,270940원,N/A,Seagate(제조사 웹사이트 바로가기),2018년 11월,HDD (기업용),6.4cm(2.5인치),900GB,SA-SCSI (12Gb/s),"15,000RPM",메모리 256MB,300MB/s,,플래터 3장,15mm,,,,,MSIP-REM-STX-STT001인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,○,,,,,,,,,
//img.danawa.com/prod_img/500000/856/321/img/19321856_1.jpg?shrink=130:130&_v=20250204163609,Western Digital Ultrastar DC HC570 7200/512M/해외구매,700030원,5.0,Western Digital(제조사 웹사이트 바로가기),2023년 03월,HDD (기업용),8.9cm(3.5인치),22TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,291MB/s,CMR(PMR),플래터 10장,26.1mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,,,,,,,,,,
//img.danawa.com/prod_img/500000/627/517/img/16517627_1.jpg?shrink=130:130&_v=20220629150028,Seagate Exos X20 SAS/7200/256M,767030원,N/A,Seagate(제조사 웹사이트 바로가기),2022년 03월,HDD (기업용),8.9cm(3.5인치),20TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 256MB,285MB/s,CMR(PMR),,26.1mm,550 TB/Y,,,,R-R-STX-STL021인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,250만시간,○,,,,,,,,,
//img.danawa.com/prod_img/500000/558/345/img/38345558_1.jpg?shrink=130:130&_v=20240228152414,Synology Plus Series 7200/512M,565980원,5.0,Synology(제조사 웹사이트 바로가기),2024년 02월,HDD (NAS용),8.9cm(3.5인치),16TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,281MB/s,CMR(PMR),,26.1mm,180 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,120만시간,,,,○,,,,,,
//img.danawa.com/prod_img/500000/728/407/img/16407728_1.jpg?shrink=130:130&_v=20220629150049,Seagate Exos X20 7200/256M,778990원,N/A,Seagate(제조사 웹사이트 바로가기),2022년 02월,HDD (기업용),8.9cm(3.5인치),20TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,,CMR(PMR),,26.1mm,550 TB/Y,,,,R-R-STX-STL020인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,250만시간,○,,,,○,,,,,
